,company,position,url,location,Job Description
244, Capital One,Sr. Data Analyst,https://www.glassdoor.com/partner/jobListing.htm?pos=1022&ao=133055&s=58&guid=000001676baffac6b6c352d427ac8f4a&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_958e26e0&cb=1543699954784&jobListingId=2329613843," – Plano, TX","Plano 1 (31061), United States of America, Plano, Texas

At Capital One, were building a leading information-based technology company. Still founder-led by Chairman and Chief Executive Officer Richard Fairbank, Capital One is on a mission to help our customers succeed by bringing ingenuity, simplicity, and humanity to banking. We measure our efforts by the success our customers enjoy and the advocacy they exhibit. We are succeeding because they are succeeding.

Guided by our shared values, we thrive in an environment where collaboration and openness are valued. We believe that innovation is powered by perspective and that teamwork and respect for each other lead to superior results. We elevate each other and obsess about doing the right thing. Our associates serve with humility and a deep respect for their responsibility in helping our customers achieve their goals and realize their dreams. Together, we are on a quest to change banking for good.

Sr. Data Analyst

Capital One is a diversified bank that offers a broad array of financial products and services to consumers, small business and commercial clients. Ranked #127 on the Fortune 500, Capital One has one of the most widely recognized brands in America. As one of the nations top 10 banks, we offer a broad spectrum of financial products and services to consumers, small businesses and commercial clients. We nurture a work environment where people with a variety of thoughts, ideas and backgrounds, guided by our shared Values, come together to make Capital One a great company and a great place to work.

At Capital One, data is at the center of everything we do. When we launched as a startup we disrupted the credit card industry by individually personalizing every credit card offer using statistical modeling and the relational database, cutting edge technology in 1988! Fast-forward a few years, and this little innovation and our passion for data has skyrocketed us to a Fortune 200 company and a leader in the world of data-driven decision-making.

As a Data Analyst at Capital One you will leverage analytic and technical skills to innovate, build, and maintain well-managed data solutions and capabilities to tackle business problems.

On any given day you will be challenged on three types of work Innovation, Data Management and Business Intelligence:

Innovation

Use Open Source/Digital technologies to mine complex, voluminous, and different varieties of data sources and platforms

Build well-managed data solutions, tools, and capabilities to enable self-service frameworks for data consumers
Demonstrate ability to explore and quickly grasp new technologies to progress varied initiatives

Business Intelligence

Partner with the business to provide consultancy and translate the business needs to design and develop tools, techniques, metrics, and dashboards for insights and data visualization.

Data Management

Drive an understanding and adherence to the principles of data quality management including metadata, lineage, and business definitions
Work collaboratively with appropriate Tech teams to manage security mechanisms and data access governance
Build and execute tools to monitor and report on data quality

Our ideal candidate will have:

Degree specialized in a Science, Technology, Engineering, Mathematics discipline

Scripting experience in (Python, Perl, JavaScript, Shell)

Strong desire and experience with data in various forms (data warehouses/SQL, unstructured data environments/PIG,HIVE, Impala)

Basic Qualifications:

Bachelors Degree

At least 1 year of experience in at least one scripting language

At least 1 year of experience in querying and analyzing and working with data languages and platforms

Preferred Qualifications:

Masters Degree in a Science, Technology, Engineering, Mathematics discipline

1+ years experience working BI reporting tools (i.e. Tableau and Business Objects)
1+ years of experience working within process management and improvement methodologies Lean, Six Sigma, etc.
1+ years of experience working with and demonstrating knowledge of data governance, data quality management concepts and data quality tools (i.e. Informatica DQ)
1+ years of experience working with Agile development methodologies

Capital One will consider sponsoring a new qualified applicant for employment authorization for this position."
245, Intersys,Senior Data Scientist,https://www.glassdoor.com/partner/jobListing.htm?pos=926&ao=52448&s=58&guid=000001676bafd1fdb6dbbabe4b13431f&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_0b833299&cb=1543699944427&jobListingId=3030650136," – Plano, TX","Senior Data Scientist

Who we are:

Intersys is a leading Business Intelligence, Data Management, and Application Development professional services organization focused on providing solutions with real business value. We provide a customer-focused approach to building authentic partnerships with our clients with objective counsel from concept to deployment for a consistent voice through the dynamic IT environment.

What we look for:

Intersys is focused on finding and cultivating talent across the IT space. We have over 200 developers, project managers, business analysts, and data management professionals, most with extensive experience in their respective fields. In new hires, we look for authenticity; be proud of who you are and what you bring to the table, as well as those candidates who consistently deliver the highest quality product and have a deep desire to improve not just themselves, but the organization as a whole.

The Position:

Intersys is looking to hire a Senior Data Scientist to collaborate with a multidisciplinary team of data scientists, software engineers, data engineers, business analysts, product managers, and other internal customers to find the best opportunities to apply data science to create value.

Responsibilities:

Developing and enhancing algorithms based on telematics dataDesign, build, and deploy internal tools and processes to operationalize Machine Learning best practices within our existing platform and to automate manually intensive Data Science tasksSharpen our data science capacity by mentoring team members on building predictive models, experimental methodologies, and causal inference approachesDevelop and foster collaborative relationships with product, business and engineering teams to effectively serve our customer’s needsApplies technical workflows for image processing, detection and tracking, full-motion-video analysis and object recognition

Requirements:

Minimum 7 years of data science experience, with expertise in statistics, signal processing and machine learningMinimum of 3 years using Python or ScalaMinimum 2 years using SparkExperience working with public cloud, preferably AWSExperience in leading/guiding data science teams with industry best standardsExperience with ML frameworks such as TensorFlow, Keras, Spark MLlib, Theano etcGood understanding on FPGAs vs. GPUs vs. ASICsAbility to set expectations and confidently talk to AI hype versus realityAdvanced knowledge of Physics and Linear AlgebraExperience with Sagemaker a plusExperience in Computer Vision, Deep Learning is a plusExperience working with telematics data is a plus
"
246, Lockton Companies,Healthcare Data Analyst,https://www.glassdoor.com/partner/jobListing.htm?pos=302&ao=389273&s=58&guid=000001676baef5498bba0c372b6b65f7&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_a73328b0&cb=1543699887742&jobListingId=3022866051," – Dallas, TX","Lockton is a global professional services firm with 6,500 Associates who advise clients on protecting their people, property and reputations. Lockton has grown to become the world's largest privately held, independent insurance broker by helping clients achieve their business objectives. To see the latest insights from Lockton's experts, checkLockton Market Update.

A few reasons Associates love working at Lockton include:

Opportunities for growth and advancement, including paid training and professional development12-week paid parental leaveA huge emphasis on community involvementFrequent athletic and wellness eventsIncredibly generous rewards; US Associates receive a Rolex for their 10-year anniversary!

Lockton Dunning Benefits is currently seeking a Healthcare Data Analyst responsible to gather and analyze healthcare data from multiple sources (e.g. insurance processing, clinical operations, patient behavior) to extract trends and business insights. To succeed in this role, you should be analytical and resourceful. You should also be an excellent communicator whos able to tell the story behind raw data to non-technical audiences.

ESSENTIAL JOB DUTIES AND RESPONSIBILITIES:

This position is responsible for analysis and reporting of healthcare information, obtained from a variety of sources, including claims, clinical, financial, and demographic data. Responsibilities include data mining, development and preparation of data to provide useful information and commentary for internal and external stakeholders.Analysis, report preparation, and presentation of clinical insights using healthcare claims dataDelve into data to discover discrepancies and patternsPull and integrate data from disparate sources (e.g. cost and claims data)Develop standard and ad-hoc extracts/reports across multiple primary and secondary data sourcesEvaluate and preprocess raw informationDesign and build Tableau visualizations for clinical consulting reportsPresent and explain information in an accessible way (e.g., condition-specific reports)Deliver reports and clinical data presentations to internal and external customers, as requiredSuggest ways to both improve healthcare delivery, quality and cost effectiveness for client health plan populationsTrack progress in on-going outcomes reports and manage priorities for upcoming reportsBuild models that capture a wide range of healthcare delivery modelsCollaborate with management and internal teams to implement and evaluate improvementsEnsure accuracy in analysis, report preparation and presentation

Qualifications:

Proven experience as a Healthcare Data Analyst, or related positionUnderstanding of healthcare claims processing, rules, and regulationsExperience with Tableau, requiredExperience with data collection and analysis working with very large data sets, preferredExperience in ETL, data analysis and report generationFamiliarity with data warehouses and data marts and proficient in the use of SQL to query and extract data.Knowledge of Enterprise Data Warehouse (EDW) and data management systemsExcellent analytical and communication skillsProficient in MS PowerPoint, Access, ExcelOutstanding organizational and problem-solving aptitudeBSc/BA in Health Informatics, Actuarial Science, Statistics, Mathematics or a related field, Masters, preferred

Lockton Companies, LLC is an equal opportunity employer. As a privately held company, we offer a competitive compensation and benefits package reflecting our commitment to attracting and retaining great individuals. This includes health and dental coverage, which begins on your first day of work, 401(k) with match and immediate vesting, a competitive vacation plan and unrivaled career advancement opportunities.

Lockton is known throughout the insurance industry as an entrepreneurial, progressive and successful insurance broker. As a result of continued individual and group accomplishments, Lockton has a record of steady and substantial growth. If you are a committed professional with a passion for delivering unparalleled service, Lockton is interested in hearing from you.

No Agencies Please

Any Employment Agency, person or entity that submits an unsolicited resume to this site does so with the understanding that the applicant's resume will become the property of Lockton Companies, Inc. Lockton Companies will have the right to hire that applicant at its discretion and without any fee owed to the submitting Employment Agency, person or entity. Employment Agencies, who have fee Agreements with Lockton Companies must submit applicants to the designated Lockton Companies Employment Coordinator to be eligible for placement fees.

Job Type: Full-time

Job Type: Full-time

Education:

Bachelor's (Required)

Work authorization:

United States (Required)
"
247, 7-Eleven,"Manager, Data Science",https://www.glassdoor.com/partner/jobListing.htm?pos=726&ao=52448&s=58&guid=000001676baf84639ceae971809b4bc9&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_34cdadfd&cb=1543699924466&jobListingId=3036492761," – Irving, TX","Design and architect machine learning (ML) workflows to inform CRM and Loyalty programs. Be responsible for end-to-end implementation of ML models in cloud.

Work with product managers to understand the business objectives Work closely with data engineers to ensure the source data is aggregated and cleansed Design and development of machine learning models Articulate models to senior leaders in the organization Mentor junior data scientists

Education: Masters Experience: 12, DataScience; Software Engineering. Statistics and Math. Data Science. Software Engineering. Public Cloud

Internal Posting Dates: 8/28 - 9/11"
248, Santander,Strategic Operations Data Analyst,https://www.glassdoor.com/partner/jobListing.htm?pos=112&ao=406135&s=58&guid=000001676bae7ae2a8c0e31a8b6bdf1e&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_bd82b449&cb=1543699856540&jobListingId=2830079999," – Dallas, TX","

Apply

OverviewSummary of Responsibilities:

The Strategic Operations Data Analyst is responsible for performing analytical research and creating Key Risk Indicators (KRIs) and Key Performance Indicators (KPIs) in support of the Strategic Operations team commitment to the enhancement of the Risk Management and Internal Control Framework within the 1st Line of Defense. This includes the design and development of reports and dashboards. The Data Analyst will monitor trends and will escalate any potential risks observed in variances. The Strategic Operations Data Analyst will work closely with the Strategic Operations groups, IT and Business units to ensure complete, consistent and accurate information is captured and reported in order to support the monitoring, measurement, and mitigation of risk within the 1st LOD Operations area.

Essential Functions:

Responsible for production of reporting, ad-hoc analysis and Key Risk Indicators (KRIs) and Key Performance Indicators (KPIs) and performs analysis of the underlying data and highlights trends, issues and possible findings.
Responsible for documentation of risk metrics and performance monitoring of metrics
Extracts, analyzes, and interprets data using SQL and applied statistical techniques to assist the Strategic Operations group.
Develops a thorough understanding of the firm’s operations, business practices,, and production systems to ensure accurate use of information within reports and data analysis.
Review data elements used in reports to identify possible data quality and accuracy issues and escalates identify issues to his/her direct manager.
Work with the data stewards to capture business rules and provide data quality requirements for the Strategic Operations group.

Successfully complete all mandatory training programs within set timeframes and takes appropriate actions to ensure that assigned team meets requirements.

Requirements:

Bachelor’s degree in a related field required.
Five (5) – Seven (7) years of progressively responsible experience in Reporting and Data Analytics required.
Demonstrated ability to merge, concatenate, clean, and prepare large datasets from multiple relational databases using SQL and ETL (Extract, Transform, and Load) tools.
Experience working within reporting, risk management and data management functions.
Advanced knowledge of MS Office Suite.
Analytical, technical and problem solving skills, with strong attention to detail. Strong written and verbal presentation skills and ability to communicate well with senior management with minimal guidance.
Strong collaboration, and time management skills.
Ability to adapt to various work environments and project schedules.
Ability to work effectively in a team environment with all levels of personnel.
Strategic and tactical thinker with ability to multitask and prioritize.
Special projects as requested.
Performs other duties as assigned.

Working Conditions:

The working conditions described here are representative of those an employee encounters while performing the essential functions of this job. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.


Extended working hours may be required as dictated by management and business needs.
Travel to multiple facilities may be required.
May be required to lift, push, or pull materials weighing up to twenty (20) pounds.
May be required to sit and review information on a computer screen for long periods of time.
May require repetitive motions of the hands and wrist related to writing and typing at an electronic keyboard.
May be required to sit and review information on a computer screen for long periods of time.
May require repetitive motions of the hands and wrist related to writing and typing at an electronic keyboard.

Employer’s Rights:

This job description does not list all the duties of the job. You may be asked by your supervisors or managers to perform other duties. You will be evaluated in part based upon your performance of the tasks listed in this job description.

The employer has the right to revise this job description at any time. This job description is not a contract for employment, and either you or the employer may terminate employment at any time, for any reason."
249, Spectraforce Technologies Inc,Data Analyst - Inter,https://www.glassdoor.com/partner/jobListing.htm?pos=809&ao=69712&s=58&guid=000001676baf9ea18c18a54b96fc2aa8&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_46c1ee88&cb=1543699931218&jobListingId=3009668696," – Plano, TX",Job description mutually determined by  Manager and Flexforce - could be equivalent to PA role
250, eTouch Systems,Technical Data Analyst,https://www.glassdoor.com/partner/jobListing.htm?pos=1012&ao=4120&s=58&guid=000001676baffac6b6c352d427ac8f4a&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_945c6e04&cb=1543699954771&jobListingId=2450631998," – Plano, TX"," Technical Data Analyst

Plano, TX.

12+ Months

Data Analytics plays a very strategic role in how we do business. Need a Technical Data Analyst, with an opportunity to work on the next generation data platforms & solutions, and transform the business.

Responsibilities

Gathering functional requirements, developing technical specifications, and project planning
Align overall strategies and reconcile competing priorities across organization
Design and develop ETL/ELT jobs across multiple platforms and tools including Informatica, Vertica, Hadoop, and Amazon Web Services (AWS)
Data Modeling for Data Warehouse Environments.
Roughly 60-75% hands-on coding
Resolve defects/bugs during QA testing, pre-production, production, and post-release patches
Work cross-functionally with various Intuit teams: Product Development, Product Management, Project Management Office, Sales, Care, Data Architects, Shared Data Services, Data Scientists, Business Data Analysts and fellow Technical Data Analysts.

Qualifications

Minimum 5 years of experience with developing and administering ETL/ELT processes with Informatica Power Center
Minimum 3 years of experience with developing applications on MPP Columnar Analytics Data Warehouse Environments such as Vertica, GreenPlum, and RedShift
Strong SQL experience with creating complex queries
Minimum 5 years of experience with scheduling and monitoring jobs using Enterprise Schedulers such as Tidal, Autosys etc.
Minimum 5 years of experience with Shell scripting on Linux / Unix environments
Familiarity with NoSQL database environments such as Cassandra
Experience working on Amazon Web Services (AWS) is a plus
Solid communication skills: Demonstrated ability to explain complex technical issues to both technical and non- technical audience
Strong understanding of data warehousing principles and data modeling
BS/MS in Computer Science or equivalent work experience


Thanks,

Raju



795.4800 X 159 / gnagaraju@etouch.net
"
251, Impiger Technologies,Data Scientist,https://www.glassdoor.com/partner/jobListing.htm?pos=114&ao=4120&s=58&guid=000001676bae7ae2a8c0e31a8b6bdf1e&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&aa=1&ea=1&cs=1_7a6b3654&cb=1543699856543&jobListingId=2769663536," – Richardson, TX","Data Scientist Location: Chennai

Experience: 5-8 Years

No. of Positions: 1

Roles and Responsibilities

Creating Insights and foresight based on given datasets, like Trend Analysis, Focus Areas, etc.
Modeling data and creating models for forecasting techniques
Technology skills of Python, R, Hadoop ecosystem, Spark, MongoDB or any No-SQL
Analyze and create visualizations like Graphs, Plots, etc. based on data using D3.JS or any other visualization tools
Predict the outcome of data by creating different Machine Learning Algorithms, using techniques like Linear and Logistic Regression, Decision Trees, etc.
Creating data models and applying various validation measures to check the models before going to production and re-verifying the models over time
Generating pre-learn models from existing data which also provides self-update of models
Experience in creating algorithms and models like Churn Propensity, Cross Sell, Time Series type models, etc.
Hands on experience in Analytics — deriving key business insights from data and in creating algorithms, implementing a solution based on the analysis.
Building ML/predictive framework to draw insights at scale for different aspects.
Prior practical experience in techniques like SVM, Predictive modeling, Self-learning systems
Good business and communication skills with an ability to validate and scientifically prove hypotheses for a given business problem
Prior experience in a product organization building data products is a plus

Desired Profile

Expertise in working with data platforms including large-scale data: SQL, Hadoop, PL/SQL, Pig, Hive
Technical expertise in working with languages: R, Perl, Python, Java, Scala.
Strong verbal and written communication


 Mail your Resume to careers@impigertech.com
"
252, Horizontal Integration,Business Process Data Analyst,https://www.glassdoor.com/partner/jobListing.htm?pos=625&ao=37049&s=58&guid=000001676baf68e5b6fb059eab36ebdc&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_855fd1b0&cb=1543699917521&jobListingId=3039984628," – Irving, TX","

DescriptionBusiness Process Data Analyst

4 Month Contract

*Must pass a drug test and background check once offered position*

Skills:

Knowledge of Field Service Operations and call management systems
Experience with relational database and reporting tools.

Education:

Bachelors Degree in Statistics, Mathematics, Engineering, Computer Science or equivalent work experience

Duties:

Uses knowledge of software systems/databases/tools (i.e.; Navigator, Reliability, IDEA, Lotus Notes, Cognos)
To provide support and service for data/process analysis reporting and tool development.
Develop data queries based upon adhoc reports required to measure effectiveness of business processes.

Years Experience: 4-6 years programming/data analysis#Low

 #LI-UP1Horizontal Integration is proud to be an Equal Opportunity and Affirmative Action Employer. We seek to provide employment opportunities to talented, qualified candidates regardless of race, color, sex/gender including gender identity and/or expression, national origin, religion, sexual orientation, disability, marital status, citizen status, veteran status, or any other protected classification under federal, state or local law.



In addition, Horizontal Integration will provide reasonable accommodations for qualified individuals with disabilities. If you need to request a reasonable accommodation in order to complete the application or interview process, please contact hr@horizontalintegration.com.



All applicants applying must be legally authorized to work in the country of employment.

"
253, PepsiCo,Data Scientist - Security,https://www.glassdoor.com/partner/jobListing.htm?pos=804&ao=4120&s=58&guid=000001676baf9ea18c18a54b96fc2aa8&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_8d66ef4f&cb=1543699931212&jobListingId=2973335441," – Plano, TX","Auto req ID: 159290BR

Job DescriptionData Scientist – Security

The Data Scientist in Security will deliver industry-leading analytics solutions that protect PepsiCo information and assets globally against unauthorized access, security risks, data loss, and cyber attacks.

This role will design and develop data models using machine learning to solve key security problems, and help mature PepsiCo's security analytics strategy, partnering with PepsiCo stakeholders across all organizational levels to implement and manage a portfolio of security analytics platforms. The Data Scientist will have strong analytical and communication skills, fostering relationships across organizations and serving as a key Security Engineering point of contact.



Responsibilities:

Delivers large, complex long-term analytics driven projects involving multiple technologies and vendors with broad implications for the IT architectureIn partnership with security analysts and incident response teams, develops strategies and actionable plans for enablement and continuous improvement of security analytics capabilitiesDevelops tactical plans for security analytics and detection solutionsAs a subject matter expert, influences technology solutions to maximize threat detection benefit while adhering to secure design principles and utilizing PepsiCo methodology, best practices and policiesStays current with the industry, security standards/best practices and relevant industry trendsDetermines, tracks and monitors key metrics to mitigate risks to PepsiCo and remediates when necessary

Qualifications/RequirementsEducation:

Bachelor’s degree in Computer Science, Statistics or related fields; Master’s degree preferred

Experience:

Four or more years of data analytics experienceProficiency in at least one of the following programming languages: Python, R, Java or ScalaExperience with machine learning toolkits such as Scikit-learn and WekaExperience with big data frameworks such as Hadoop and SparkTwo or more years of experience in Information Security preferredStrong analytical and communication skillsDemonstrated effectiveness working across multiple business units to achieve results

Relocation Eligible: Not Eligible for Relocation

Job Type: Regular

All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, protected veteran status, or disability status.

PepsiCo is an Equal Opportunity Employer: Female / Minority / Disability / Protected Veteran / Sexual Orientation / Gender Identity

For San Francisco Bay Area: Our Company will consider for employment qualified applicants with criminal histories in a manner consistent with the requirements of San Francisco Police Code Sections 4901 - 4919, commonly referred to as the San Francisco Fair Chance Ordinance.

If you'd like more information about your EEO rights as an applicant under the law, please download the available EEO is the Law & EEO is the Law Supplement documents. View PepsiCo EEO Policy

Please view our Pay Transparency Statement"
254, Fleishman-Hillard Inc,"Social Analytics Intern, Dallas",https://www.glassdoor.com/partner/jobListing.htm?pos=524&ao=283198&s=58&guid=000001676baf3919883bda33e23bfbf4&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_46f287bc&cb=1543699905266&jobListingId=3025408235," – Dallas, TX","Position Overview and Responsibilities:

Considering a career in social analytics? If so, consider an internship at FleishmanHillard Dallas. Three times a year, we hire highly qualified candidates for our internships to work with some of the very best professionals in the industry. We have positions available in analytics that assist a variety of practice groups and specialty areas including consumer, food/beverage/agribusiness, travel and tourism, technology, corporate, healthcare, financial and digital services.

We are looking for individuals who are passionate about social analytics, eager to learn and as committed to doing great work as we are. The FleishmanHillard experience provides the opportunity to grow personally and professionally through exposure to client service and the inner workings of an international public relations firm.

FleishmanHillard believes a diverse team brings a wider range of personal and professional experiences and perspectives. We recognize that diversity and inclusion benefit our agency, our clients, and the communities in which we work and live. To that end, we strongly encourage applications from women, people of color, members of the LGBTQ community, veterans, and individuals with disabilities.

Responsibilities:

Play an active role in daily social media listening for a variety of national and global clients.
Assist in developing social insights from primary and secondary market research, business analysis and competitive data.
Work closely under senior analysts' guidance to recommend social and digital strategies and ensure implementation.
Conduct analysis through the use of social listening tools, audience intelligence tools, and owned analytics tools.
Assist in developing client KPI's.
Stay current with the latest social measurement trends, as well as relevant industry trends.

Key Qualifications:

1 year of experience gained in social media, planning, communications and/or analytics, with specific experience in executing social media listening programs and delivering reports that inform internal and client teams.
Experience utilizing social media monitoring tools such as Crimson Hexagon, Quintly, SocialRank, Tracx, Spredfast, Simmons, etc.
Strong analytic skills: Must be willing to learn how to analyze and interpret social-related data from standard software packages and client databases.
Ability to multi-task and thrive in a fast-paced environment
Excellent research, writing and organization skills
Excellent communications and critical-thinking skills
Experience using web analytics packages such as Google Analytics, Omniture, and WebTrends.
Experience utilizing tools such as Excel, Tableau, Power Pivot, Quantivo
Ability to work easily in both large team environments or independently
A positive attitude and willingness to learn from our industry-leading team of counselors


About FleishmanHillard

FleishmanHillard specializes in public relations, reputation management, public affairs, brand marketing, digital strategy, social engagement and content strategy. FleishmanHillard was named PRWeek's 2014 Global Agency of the Year, ""Standout Agency"" on Advertising Age's 2013 A-List; NAFE's ""Top 50 Companies for Executive Women"" for 2010-2018; and among PRWeek's 2013 ""Best Places to Work."" The firm's award-winning work is widely heralded, including at the Cannes International Festival of Creativity. FleishmanHillard is part of Omnicom Public Relations Group, a division of Omnicom Group Inc., and has more than 85 offices in 30 countries, plus affiliates in 43 countries. Visit us at www.fleishmanhillard.com.

FleishmanHillard is committed to equal employment opportunity and affirmative action. FleishmanHillard does not discriminate in any aspect of employment on the basis of race, color, religion, national origin, ancestry, gender, sexual orientation, gender identity and/or expression, age, veteran status, disability, or any other characteristic protected by federal, state, or local employment discrimination laws where FleishmanHillard does business. Our policy is to employ, advance, and reasonably accommodate all qualified employees and applicants.

About Omnicom Public Relations Group

Omnicom Public Relations Group is a global collective of three of the top global public relations agencies worldwide and eight specialist agencies in public affairs, marketing to women, fashion, global health strategy and corporate social responsibility. It encompasses more than 6,000 public relations professionals in more than 330 offices worldwide who provide their expertise to companies, government agencies, NGOs and nonprofits across a wide range of industries. Omnicom Public Relations Group delivers for clients through a relentless focus on talent, continuous pursuit of innovation and a culture steeped in collaboration. Omnicom Public Relations Group is part of the DAS Group of Companies, a division of Omnicom Group Inc. that includes more than 200 companies in a wide range of marketing disciplines including advertising, public relations, healthcare, customer relationship management, events, promotional marketing, branding, and research.

If you need assistance reviewing career opportunities or completing an application, please call 314-982-6283 or email our careers team.

Please do not contact the office directly to apply only resumes submitted through this website will be considered.SDL2017"
255, L&T Infotech,Business Data Analyst,https://www.glassdoor.com/partner/jobListing.htm?pos=905&ao=283198&s=58&guid=000001676bafd1fdb6dbbabe4b13431f&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_875687fd&cb=1543699944394&jobListingId=3025563919," – Irving, TX","
Experience 4-7 years-Should have background of working in data modeling in the project in the past-Experience in data modeling concepts such as Dimensional data modeling, Relational data modeling, logical data modeling, physical data modeling-Knowledge on businessdomain data modeling in financial domain is good to have-Knowledge on Normalization concepts 1NF, 2NF,3NF-Knowledge in concepts of - splitting of datahanding volume of datadata retention period -Knowledge on steps followed to come up with good data model-Knowledge on relationships-Idea of tools such as ERWin, Enterprise Architect, RTCRLM is good to have-Knowledge on any of financial domain models such as ASLDM, OFX-IFX etc. is good to have


Nearest Major Market: Irving

Nearest Secondary Market: Dallas

Job Segment: Database, Developer, Application Developer, TechnologySDL2017"
256, Perspecta,Specialist Data Analyst,https://www.glassdoor.com/partner/jobListing.htm?pos=913&ao=200843&s=58&guid=000001676bafd1fdb6dbbabe4b13431f&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_212a1610&cb=1543699944404&jobListingId=2814424212," – Plano, TX","Description
Every day at Perspecta, we enable hundreds of thousands of people to take on our nations most important work. Were a company founded on a diverse set of capabilities and skills, bound together by a single promise: we never stop solving our nations most complex challenges. Our team of engineers, analysts, developers, investigators, integrators and architects work tirelessly to create innovative solutions. We continually push ourselvesto respond, to adapt, to go further. To look ahead to the changing landscape and develop new and innovative ways to serve our customers.

Perspecta works with U.S. government customers in defense, intelligence, civilian, health care, and state and local markets. Our high-caliber employees are rewarded in many waysnot only through competitive salaries and benefits packages, but the opportunity to create a meaningful impact in jobs and on projects that matter.

Perspectas talented and robust workforce14,000 strongstands ready to welcome you to the team. Lets make an impact together.  Perspecta has an immediate need in our US Public Sector group for a Specialist Data Analyst - Secret Clearance Eligible in Plano, TX or Pontiac, MI.

Job Description:

Analysis of data and construction of models to evaluate policies, processes, and metrics, and develop algorithms and decision support capabilities using statistical analysis, simulation, and other operations research techniques.

Qualifications
Qualifications: 

Strong foundation in statistical data analysis, and experience using advanced capabilities in MS Excel and MS Access.

2 years experience as a practicing analyst, OR a Masters degree in a relevant filed, OR relevant Navy experience.

Ability to obtain a security clearance.

Preferences are: Experience with data analysis using large data sets, in any tool/language.

Experience in Operations Research, simulation, and/or modeling.

Experience in coding in C# or VB.NET.

Experience with statistical tools like SPSS, SAS, or R.

Experience in modeling and building Data Visualization techniques to present large data sets.

Experience working with MS SQL Server database.

Familiarity with SQL Server Analysis Services and/or Business Objects.

Knowledge of Navy veteran or Navy manpower, personnel, training, and education related business functions.

Psychology or psychometrics background.
EEO Tagline: Perspecta is an AA/EEO Employer - Minorities/Women/Veterans/Disabled and other protected categories"
